req_id,timestamp,cpu_requested,mem_requested,task_duration
REQ_10735,247,0.065,0.133,113
REQ_10736,248,0.169,0.101,74
REQ_10737,248,0.077,0.094,46
REQ_10738,248,0.079,0.11,94
REQ_10739,249,0.101,0.095,29
REQ_10740,249,0.186,0.133,58
REQ_10741,249,0.245,0.075,42
REQ_10742,249,0.212,0.126,76
REQ_10743,249,0.145,0.077,68
REQ_10744,250,0.176,0.094,67
REQ_10745,250,0.132,0.098,58
REQ_10746,250,0.051,0.051,103
REQ_10747,250,0.109,0.066,101
REQ_10748,250,0.233,0.059,115
REQ_10749,251,0.078,0.029,59
REQ_10750,251,0.063,0.113,106
REQ_10751,251,0.155,0.041,116
REQ_10752,251,0.054,0.031,109
REQ_10753,252,0.193,0.091,102
REQ_10754,253,0.094,0.073,43
REQ_10755,253,0.137,0.083,57
REQ_10756,254,0.083,0.127,21
REQ_10757,254,0.217,0.054,42
REQ_10758,254,0.095,0.07,92
REQ_10759,255,0.203,0.147,12
REQ_10760,256,0.159,0.11,65
REQ_10761,256,0.207,0.071,82
REQ_10762,256,0.137,0.033,43
REQ_10763,256,0.214,0.135,103
REQ_10764,257,0.059,0.077,66
REQ_10765,257,0.164,0.107,39
REQ_10766,258,0.132,0.077,104
REQ_10767,258,0.203,0.108,119
REQ_10768,259,0.071,0.046,107
REQ_10769,259,0.24,0.039,13
REQ_10770,259,0.164,0.044,12
REQ_10771,260,0.222,0.023,100
REQ_10772,260,0.06,0.023,27
REQ_10773,260,0.156,0.104,47
REQ_10774,260,0.06,0.099,46
REQ_10775,261,0.125,0.022,24
REQ_10776,261,0.14,0.031,51
REQ_10777,262,0.217,0.148,51
REQ_10778,262,0.192,0.123,12
REQ_10779,263,0.137,0.146,68
REQ_10780,263,0.195,0.122,43
REQ_10781,264,0.191,0.021,76
REQ_10782,264,0.142,0.057,61
REQ_10783,265,0.216,0.134,63
REQ_10784,265,0.146,0.101,111
REQ_10785,265,0.175,0.042,117
REQ_10786,265,0.108,0.134,61
REQ_10787,265,0.172,0.131,43
REQ_10788,265,0.197,0.125,116
REQ_10789,266,0.127,0.132,68
REQ_10790,266,0.215,0.083,106
REQ_10791,266,0.086,0.127,74
REQ_10792,266,0.147,0.027,99
REQ_10793,267,0.175,0.081,89
REQ_10794,269,0.149,0.026,28
REQ_10795,270,0.139,0.063,69
REQ_10796,272,0.224,0.137,70
REQ_10797,272,0.121,0.076,10
REQ_10798,272,0.185,0.116,19
REQ_10799,272,0.156,0.033,70
REQ_10800,272,0.122,0.054,94
REQ_10801,274,0.111,0.086,41
REQ_10802,274,0.155,0.127,61
REQ_10803,274,0.204,0.082,18
REQ_10804,274,0.212,0.148,115
REQ_10805,275,0.152,0.092,59
REQ_10806,275,0.193,0.094,46
REQ_10807,276,0.066,0.086,32
REQ_10808,276,0.185,0.095,92
REQ_10809,276,0.192,0.098,89
REQ_10810,276,0.134,0.114,19
REQ_10811,276,0.224,0.068,97
REQ_10812,277,0.144,0.059,84
REQ_10813,278,0.192,0.072,35
REQ_10814,278,0.148,0.061,37
REQ_10815,278,0.077,0.062,101
REQ_10816,279,0.083,0.058,90
REQ_10817,279,0.174,0.096,18
REQ_10818,280,0.095,0.112,21
REQ_10819,280,0.157,0.066,86
REQ_10820,280,0.242,0.035,118
REQ_10821,281,0.079,0.131,47
REQ_10822,281,0.241,0.033,93
REQ_10823,282,0.16,0.039,63
REQ_10824,283,0.103,0.055,58
REQ_10825,283,0.052,0.095,96
REQ_10826,284,0.202,0.086,73
REQ_10827,285,0.187,0.13,57
REQ_10828,287,0.2,0.04,41
REQ_10829,288,0.168,0.107,67
REQ_10830,288,0.073,0.023,71
REQ_10831,289,0.056,0.056,27
REQ_10832,289,0.236,0.028,107
REQ_10833,290,0.069,0.107,110
REQ_10834,290,0.248,0.133,67
REQ_10835,290,0.127,0.077,111
REQ_10836,290,0.24,0.127,65
REQ_10837,290,0.115,0.133,73
REQ_10838,292,0.18,0.135,39
REQ_10839,293,0.091,0.041,20
REQ_10840,293,0.11,0.146,37
REQ_10841,293,0.055,0.134,89
REQ_10842,293,0.202,0.09,20
REQ_10843,294,0.173,0.124,77
REQ_10844,294,0.194,0.079,47
REQ_10845,294,0.147,0.045,35
REQ_10846,295,0.121,0.08,76
REQ_10847,295,0.186,0.081,71
REQ_10848,295,0.109,0.048,70
REQ_10849,295,0.143,0.035,25
REQ_10850,297,0.155,0.117,38
REQ_10851,298,0.233,0.116,78
REQ_10852,299,0.129,0.137,71
REQ_10853,300,0.183,0.086,23
REQ_10854,300,0.21,0.058,69
REQ_10855,300,0.145,0.099,29
REQ_10856,301,0.127,0.08,34
REQ_10857,301,0.117,0.086,34
REQ_10858,301,0.249,0.079,24
REQ_10859,301,0.178,0.139,112
REQ_10860,302,0.106,0.027,34
REQ_10861,302,0.174,0.038,105
REQ_10862,304,0.172,0.061,14
REQ_10863,304,0.166,0.087,82
REQ_10864,305,0.071,0.109,97
REQ_10865,305,0.118,0.045,111
REQ_10866,306,0.177,0.146,105
REQ_10867,306,0.18,0.071,99
REQ_10868,306,0.166,0.051,105
REQ_10869,307,0.095,0.135,108
REQ_10870,308,0.232,0.146,105
REQ_10871,308,0.085,0.054,48
REQ_10872,308,0.079,0.099,19
REQ_10873,308,0.189,0.135,12
REQ_10874,309,0.119,0.055,42
REQ_10875,309,0.168,0.035,83
REQ_10876,310,0.153,0.141,113
REQ_10877,311,0.191,0.121,91
REQ_10878,312,0.195,0.133,32
REQ_10879,312,0.131,0.033,107
REQ_10880,313,0.237,0.061,77
REQ_10881,314,0.068,0.082,31
REQ_10882,315,0.231,0.052,52
REQ_10883,316,0.104,0.027,30
REQ_10884,317,0.135,0.062,56
REQ_10885,317,0.096,0.058,13
REQ_10886,318,0.17,0.112,104
REQ_10887,318,0.204,0.103,89
REQ_10888,319,0.174,0.103,33
REQ_10889,319,0.249,0.129,107
REQ_10890,319,0.133,0.049,10
REQ_10891,319,0.15,0.121,119
REQ_10892,320,0.057,0.035,40
REQ_10893,320,0.074,0.049,77
REQ_10894,321,0.222,0.124,90
REQ_10895,323,0.248,0.035,117
REQ_10896,324,0.165,0.083,97
REQ_10897,324,0.089,0.023,74
REQ_10898,325,0.227,0.08,81
REQ_10899,325,0.23,0.041,88
REQ_10900,326,0.069,0.102,94
REQ_10901,327,0.228,0.112,82
REQ_10902,328,0.055,0.022,13
REQ_10903,328,0.194,0.136,43
REQ_10904,328,0.229,0.044,84
REQ_10905,328,0.155,0.022,119
REQ_10906,328,0.191,0.07,104
REQ_10907,329,0.088,0.103,42
REQ_10908,329,0.065,0.11,91
REQ_10909,330,0.082,0.134,35
REQ_10910,330,0.191,0.078,37
REQ_10911,330,0.225,0.065,72
REQ_10912,330,0.15,0.094,54
REQ_10913,331,0.09,0.024,35
REQ_10914,331,0.11,0.137,86
REQ_10915,331,0.194,0.048,67
REQ_10916,332,0.064,0.082,93
REQ_10917,333,0.245,0.055,95
REQ_10918,333,0.241,0.037,51
REQ_10919,333,0.226,0.11,91
REQ_10920,338,0.07,0.118,71
REQ_10921,339,0.169,0.096,12
REQ_10922,339,0.214,0.144,66
REQ_10923,339,0.233,0.022,65
REQ_10924,340,0.197,0.096,110
REQ_10925,340,0.143,0.15,92
REQ_10926,341,0.094,0.119,94
REQ_10927,341,0.059,0.142,16
REQ_10928,342,0.215,0.05,53
REQ_10929,342,0.133,0.025,87
REQ_10930,343,0.14,0.146,102
REQ_10931,343,0.205,0.083,24
REQ_10932,343,0.212,0.031,28
REQ_10933,344,0.153,0.113,43
REQ_10934,345,0.136,0.087,93
REQ_10935,346,0.172,0.134,114
REQ_10936,348,0.059,0.09,119
REQ_10937,350,0.235,0.056,59
REQ_10938,350,0.069,0.148,99
REQ_10939,350,0.225,0.083,96
REQ_10940,351,0.157,0.067,66
REQ_10941,351,0.178,0.026,87
REQ_10942,352,0.086,0.135,32
REQ_10943,352,0.113,0.128,95
REQ_10944,352,0.147,0.135,17
REQ_10945,352,0.165,0.094,13
REQ_10946,352,0.091,0.124,45
REQ_10947,353,0.074,0.041,108
REQ_10948,354,0.106,0.128,49
REQ_10949,354,0.214,0.098,21
REQ_10950,355,0.135,0.061,108
REQ_10951,356,0.185,0.094,53
REQ_10952,357,0.116,0.045,16
REQ_10953,358,0.144,0.109,91
REQ_10954,358,0.176,0.078,24
REQ_10955,358,0.18,0.04,49
REQ_10956,358,0.057,0.113,76
REQ_10957,359,0.248,0.086,81
REQ_10958,359,0.106,0.111,44
REQ_10959,359,0.079,0.047,103
REQ_10960,359,0.134,0.065,65
REQ_10961,359,0.075,0.134,20
REQ_10962,360,0.119,0.099,21
REQ_10963,360,0.058,0.056,57
REQ_10964,360,0.245,0.127,45
REQ_10965,361,0.139,0.146,31
REQ_10966,362,0.208,0.068,44
REQ_10967,362,0.202,0.067,73
REQ_10968,362,0.117,0.146,35
REQ_10969,362,0.17,0.064,28
REQ_10970,364,0.144,0.086,39
REQ_10971,364,0.081,0.118,101
REQ_10972,365,0.151,0.129,56
REQ_10973,365,0.248,0.12,69
REQ_10974,365,0.238,0.103,54
REQ_10975,366,0.212,0.114,44
REQ_10976,367,0.091,0.023,81
REQ_10977,368,0.181,0.085,52
REQ_10978,370,0.166,0.13,55
REQ_10979,370,0.149,0.081,51
REQ_10980,371,0.075,0.111,30
REQ_10981,372,0.071,0.143,48
REQ_10982,372,0.234,0.03,107
REQ_10983,373,0.19,0.123,111
REQ_10984,373,0.122,0.135,70
REQ_10985,376,0.179,0.149,103
REQ_10986,377,0.224,0.032,35
REQ_10987,377,0.232,0.088,84
REQ_10988,378,0.129,0.109,10
REQ_10989,379,0.167,0.081,29
REQ_10990,379,0.235,0.029,63
REQ_10991,381,0.233,0.132,88
REQ_10992,381,0.103,0.12,14
REQ_10993,382,0.094,0.04,93
REQ_10994,382,0.24,0.022,112
REQ_10995,382,0.066,0.081,91
REQ_10996,382,0.055,0.064,75
REQ_10997,383,0.073,0.063,50
REQ_10998,383,0.055,0.077,37
REQ_10999,384,0.058,0.07,85
REQ_11000,385,0.136,0.108,87
REQ_11001,385,0.124,0.086,94
REQ_11002,385,0.126,0.104,85
REQ_11003,386,0.06,0.097,43
REQ_11004,386,0.117,0.024,27
REQ_11005,387,0.072,0.073,45
REQ_11006,387,0.083,0.103,17
REQ_11007,388,0.172,0.141,63
REQ_11008,388,0.122,0.091,66
REQ_11009,390,0.249,0.086,95
REQ_11010,392,0.174,0.125,53
REQ_11011,393,0.154,0.107,51
REQ_11012,393,0.068,0.123,23
REQ_11013,394,0.237,0.026,14
REQ_11014,395,0.081,0.062,20
REQ_11015,396,0.165,0.09,75
REQ_11016,398,0.087,0.085,38
REQ_11017,398,0.18,0.126,117
REQ_11018,398,0.15,0.052,69
REQ_11019,399,0.129,0.067,104
REQ_11020,399,0.164,0.128,57
REQ_11021,400,0.101,0.056,20
REQ_11022,401,0.055,0.125,20
REQ_11023,402,0.082,0.028,53
REQ_11024,403,0.102,0.06,83
REQ_11025,403,0.105,0.145,99
REQ_11026,404,0.236,0.11,108
REQ_11027,404,0.129,0.144,76
REQ_11028,404,0.139,0.087,30
REQ_11029,406,0.186,0.105,45
REQ_11030,406,0.144,0.043,41
REQ_11031,407,0.092,0.025,67
REQ_11032,407,0.155,0.057,99
REQ_11033,407,0.13,0.068,32
REQ_11034,408,0.1,0.085,69
REQ_11035,408,0.059,0.103,97
REQ_11036,409,0.133,0.137,96
REQ_11037,410,0.199,0.118,50
REQ_11038,411,0.195,0.065,92
REQ_11039,412,0.174,0.138,84
REQ_11040,413,0.071,0.145,74
REQ_11041,415,0.098,0.024,59
REQ_11042,415,0.116,0.07,41
REQ_11043,417,0.127,0.095,48
REQ_11044,419,0.223,0.147,25
REQ_11045,420,0.146,0.129,63
REQ_11046,420,0.185,0.128,80
REQ_11047,422,0.169,0.073,116
REQ_11048,422,0.197,0.058,108
REQ_11049,423,0.213,0.027,57
REQ_11050,424,0.23,0.021,27
REQ_11051,426,0.061,0.081,51
REQ_11052,426,0.244,0.13,81
REQ_11053,428,0.195,0.086,72
REQ_11054,428,0.055,0.132,91
REQ_11055,428,0.154,0.129,21
REQ_11056,429,0.161,0.108,67
REQ_11057,430,0.172,0.058,36
REQ_11058,431,0.174,0.043,12
REQ_11059,431,0.07,0.053,55
REQ_11060,431,0.235,0.098,55
REQ_11061,431,0.094,0.114,33
REQ_11062,434,0.23,0.066,75
REQ_11063,437,0.124,0.118,37
REQ_11064,437,0.076,0.065,24
REQ_11065,437,0.161,0.133,44
REQ_11066,437,0.218,0.084,22
REQ_11067,438,0.188,0.143,21
REQ_11068,440,0.233,0.082,36
REQ_11069,441,0.066,0.04,38
REQ_11070,441,0.153,0.042,42
REQ_11071,443,0.227,0.094,63
REQ_11072,444,0.087,0.046,76
REQ_11073,444,0.059,0.144,46
REQ_11074,447,0.177,0.031,117
REQ_11075,448,0.135,0.062,70
REQ_11076,448,0.116,0.053,76
REQ_11077,449,0.195,0.072,45
REQ_11078,450,0.175,0.044,12
REQ_11079,451,0.21,0.078,105
REQ_11080,451,0.075,0.041,110
REQ_11081,451,0.199,0.033,115
REQ_11082,452,0.17,0.126,118
REQ_11083,452,0.097,0.128,100
REQ_11084,453,0.218,0.095,101
REQ_11085,453,0.193,0.053,84
REQ_11086,454,0.192,0.143,119
REQ_11087,455,0.195,0.115,13
REQ_11088,455,0.079,0.057,95
REQ_11089,457,0.195,0.144,114
REQ_11090,459,0.135,0.111,65
REQ_11091,460,0.218,0.135,52
REQ_11092,460,0.223,0.039,111
REQ_11093,460,0.061,0.103,54
REQ_11094,462,0.234,0.04,78
REQ_11095,462,0.073,0.106,102
REQ_11096,463,0.241,0.109,67
REQ_11097,464,0.086,0.053,110
REQ_11098,466,0.249,0.132,76
REQ_11099,468,0.206,0.108,68
REQ_11100,468,0.134,0.085,67
REQ_11101,468,0.141,0.126,73
REQ_11102,468,0.125,0.035,67
REQ_11103,468,0.245,0.098,79
REQ_11104,470,0.172,0.07,11
REQ_11105,470,0.249,0.063,93
REQ_11106,470,0.128,0.117,31
REQ_11107,471,0.221,0.075,94
REQ_11108,475,0.246,0.114,48
REQ_11109,475,0.05,0.139,111
REQ_11110,475,0.09,0.071,45
REQ_11111,479,0.232,0.132,13
REQ_11112,480,0.192,0.063,76
REQ_11113,480,0.224,0.068,114
REQ_11114,482,0.245,0.062,74
REQ_11115,483,0.221,0.093,112
REQ_11116,485,0.153,0.087,17
REQ_11117,487,0.211,0.094,104
REQ_11118,487,0.249,0.044,40
REQ_11119,488,0.244,0.118,54
REQ_11120,489,0.16,0.084,110
REQ_11121,490,0.057,0.091,74
REQ_11122,491,0.057,0.135,49
REQ_11123,491,0.061,0.145,60
REQ_11124,492,0.077,0.021,81
REQ_11125,492,0.128,0.11,48
REQ_11126,492,0.117,0.147,60
REQ_11127,494,0.086,0.032,95
REQ_11128,494,0.178,0.088,46
REQ_11129,494,0.202,0.052,21
REQ_11130,495,0.186,0.128,35
REQ_11131,496,0.055,0.091,107
REQ_11132,496,0.116,0.129,19
REQ_11133,496,0.091,0.041,50
REQ_11134,497,0.229,0.119,74
REQ_11135,498,0.137,0.104,36
REQ_11136,499,0.092,0.091,82
REQ_11137,499,0.053,0.091,79
REQ_11138,499,0.078,0.033,34
REQ_11139,500,0.098,0.138,39
REQ_11140,501,0.094,0.045,70
REQ_11141,502,0.112,0.094,23
REQ_11142,503,0.232,0.07,35
REQ_11143,503,0.197,0.047,92
REQ_11144,503,0.178,0.117,103
REQ_11145,505,0.228,0.073,50
REQ_11146,505,0.189,0.13,24
REQ_11147,505,0.237,0.141,61
REQ_11148,506,0.247,0.103,33
REQ_11149,506,0.202,0.079,108
REQ_11150,506,0.127,0.041,109
REQ_11151,507,0.233,0.123,26
REQ_11152,507,0.186,0.118,73
REQ_11153,509,0.212,0.11,48
REQ_11154,509,0.102,0.099,68
REQ_11155,509,0.176,0.073,66
REQ_11156,510,0.094,0.021,86
REQ_11157,510,0.199,0.143,67
REQ_11158,510,0.188,0.137,70
REQ_11159,511,0.201,0.102,24
REQ_11160,511,0.1,0.045,46
REQ_11161,512,0.196,0.102,22
REQ_11162,513,0.152,0.145,47
REQ_11163,513,0.169,0.138,104
REQ_11164,514,0.122,0.033,107
REQ_11165,515,0.249,0.072,11
REQ_11166,515,0.149,0.038,20
REQ_11167,515,0.244,0.097,98
REQ_11168,518,0.15,0.036,80
REQ_11169,519,0.123,0.136,89
REQ_11170,519,0.054,0.133,45
REQ_11171,520,0.221,0.11,21
REQ_11172,520,0.135,0.087,11
REQ_11173,521,0.194,0.048,102
REQ_11174,521,0.239,0.025,54
REQ_11175,523,0.156,0.117,76
REQ_11176,523,0.086,0.059,55
REQ_11177,525,0.083,0.134,118
REQ_11178,525,0.097,0.055,92
REQ_11179,525,0.075,0.049,15
REQ_11180,525,0.239,0.039,71
REQ_11181,525,0.228,0.128,58
REQ_11182,526,0.056,0.108,117
REQ_11183,528,0.122,0.022,65
REQ_11184,528,0.212,0.13,117
REQ_11185,531,0.249,0.129,41
REQ_11186,533,0.235,0.086,104
REQ_11187,533,0.169,0.112,67
REQ_11188,534,0.119,0.109,97
REQ_11189,534,0.217,0.051,67
REQ_11190,535,0.094,0.068,80
REQ_11191,535,0.094,0.128,107
REQ_11192,536,0.098,0.09,91
REQ_11193,536,0.092,0.104,116
REQ_11194,536,0.066,0.108,16
REQ_11195,537,0.085,0.139,71
REQ_11196,537,0.217,0.072,29
REQ_11197,538,0.183,0.049,26
REQ_11198,538,0.161,0.067,91
REQ_11199,539,0.138,0.079,87
REQ_11200,539,0.124,0.092,109
REQ_11201,540,0.21,0.116,101
REQ_11202,541,0.178,0.129,96
REQ_11203,541,0.165,0.054,98
REQ_11204,541,0.056,0.051,72
REQ_11205,542,0.194,0.094,80
REQ_11206,542,0.122,0.143,76
REQ_11207,543,0.211,0.133,91
REQ_11208,543,0.176,0.055,74
REQ_11209,544,0.082,0.133,46
REQ_11210,545,0.138,0.023,57
REQ_11211,546,0.242,0.037,37
REQ_11212,546,0.242,0.052,93
REQ_11213,547,0.063,0.128,41
REQ_11214,547,0.184,0.081,53
REQ_11215,548,0.158,0.115,12
REQ_11216,549,0.124,0.091,104
REQ_11217,550,0.057,0.03,71
REQ_11218,551,0.206,0.022,115
REQ_11219,552,0.127,0.114,118
REQ_11220,553,0.053,0.082,116
REQ_11221,553,0.124,0.111,16
REQ_11222,553,0.12,0.122,34
REQ_11223,553,0.247,0.119,110
REQ_11224,554,0.209,0.058,87
REQ_11225,554,0.152,0.036,38
REQ_11226,555,0.112,0.077,23
REQ_11227,555,0.157,0.037,77
REQ_11228,556,0.172,0.023,95
REQ_11229,557,0.062,0.144,98
REQ_11230,558,0.203,0.146,64
REQ_11231,559,0.057,0.118,95
REQ_11232,560,0.191,0.064,112
REQ_11233,562,0.112,0.141,81
REQ_11234,563,0.128,0.073,107
REQ_11235,563,0.153,0.15,92
REQ_11236,564,0.124,0.023,71
REQ_11237,565,0.057,0.04,65
REQ_11238,566,0.087,0.079,119
REQ_11239,566,0.106,0.093,45
REQ_11240,567,0.22,0.068,27
REQ_11241,567,0.227,0.131,10
REQ_11242,567,0.086,0.093,63
REQ_11243,568,0.247,0.116,27
REQ_11244,568,0.133,0.044,113
REQ_11245,569,0.23,0.096,82
REQ_11246,570,0.213,0.09,21
REQ_11247,571,0.137,0.047,90
REQ_11248,571,0.162,0.148,89
REQ_11249,572,0.102,0.081,58
REQ_11250,573,0.063,0.093,87
REQ_11251,575,0.08,0.083,11
REQ_11252,576,0.242,0.029,85
REQ_11253,576,0.187,0.053,61
REQ_11254,577,0.237,0.028,14
REQ_11255,578,0.247,0.039,80
REQ_11256,578,0.242,0.134,112
REQ_11257,579,0.062,0.077,107
REQ_11258,579,0.098,0.119,56
REQ_11259,582,0.21,0.148,45
REQ_11260,583,0.132,0.132,106
REQ_11261,584,0.192,0.076,17
REQ_11262,584,0.18,0.033,41
REQ_11263,584,0.098,0.116,114
REQ_11264,585,0.204,0.074,74
REQ_11265,585,0.187,0.061,51
REQ_11266,585,0.118,0.129,117
REQ_11267,585,0.224,0.028,113
REQ_11268,585,0.137,0.039,70
REQ_11269,585,0.073,0.101,77
REQ_11270,586,0.18,0.107,94
REQ_11271,587,0.116,0.091,36
REQ_11272,587,0.215,0.021,60
REQ_11273,587,0.068,0.143,38
REQ_11274,587,0.168,0.093,90
REQ_11275,587,0.246,0.037,77
REQ_11276,587,0.17,0.04,101
REQ_11277,588,0.158,0.12,81
REQ_11278,589,0.14,0.124,90
REQ_11279,590,0.161,0.138,50
REQ_11280,590,0.24,0.138,77
REQ_11281,591,0.226,0.044,63
REQ_11282,591,0.156,0.062,73
REQ_11283,591,0.181,0.098,12
REQ_11284,592,0.163,0.094,13
REQ_11285,592,0.198,0.125,35
REQ_11286,593,0.069,0.038,83
REQ_11287,593,0.221,0.072,65
REQ_11288,594,0.153,0.057,29
REQ_11289,594,0.19,0.029,25
REQ_11290,594,0.077,0.048,117
REQ_11291,594,0.14,0.144,114
REQ_11292,595,0.218,0.027,26
REQ_11293,595,0.1,0.027,24
REQ_11294,595,0.068,0.117,101
REQ_11295,596,0.188,0.056,96
REQ_11296,596,0.196,0.13,14
REQ_11297,596,0.204,0.126,48
REQ_11298,597,0.216,0.07,116
REQ_11299,597,0.21,0.103,106
REQ_11300,598,0.144,0.144,52
REQ_11301,598,0.084,0.091,63
REQ_11302,599,0.184,0.07,112
REQ_11303,599,0.098,0.131,20
REQ_11304,599,0.066,0.144,42
REQ_11305,599,0.105,0.106,74
REQ_11306,601,0.054,0.102,34
REQ_11307,601,0.059,0.082,49
REQ_11308,601,0.099,0.061,87
REQ_11309,601,0.185,0.105,52
REQ_11310,602,0.068,0.024,52
REQ_11311,602,0.06,0.061,63
REQ_11312,602,0.147,0.052,47
REQ_11313,602,0.223,0.105,13
REQ_11314,602,0.081,0.035,96
REQ_11315,602,0.149,0.092,30
REQ_11316,602,0.213,0.118,11
REQ_11317,603,0.144,0.12,76
REQ_11318,603,0.124,0.057,91
REQ_11319,604,0.098,0.102,15
REQ_11320,605,0.226,0.091,73
REQ_11321,606,0.148,0.086,43
REQ_11322,607,0.14,0.06,46
REQ_11323,607,0.186,0.067,29
REQ_11324,608,0.125,0.124,10
REQ_11325,608,0.222,0.083,93
REQ_11326,608,0.209,0.097,109
REQ_11327,609,0.126,0.116,100
REQ_11328,609,0.136,0.143,75
REQ_11329,610,0.075,0.141,31
REQ_11330,610,0.219,0.049,18
REQ_11331,611,0.179,0.106,98
REQ_11332,611,0.088,0.022,61
REQ_11333,612,0.096,0.045,44
REQ_11334,612,0.243,0.044,76
REQ_11335,612,0.15,0.119,73
REQ_11336,613,0.214,0.146,32
REQ_11337,614,0.091,0.054,53
REQ_11338,614,0.239,0.053,83
REQ_11339,615,0.15,0.088,100
REQ_11340,615,0.189,0.038,109
REQ_11341,615,0.161,0.037,118
REQ_11342,615,0.105,0.104,94
REQ_11343,616,0.053,0.06,75
REQ_11344,616,0.224,0.045,95
REQ_11345,616,0.07,0.069,94
REQ_11346,617,0.227,0.143,77
REQ_11347,617,0.081,0.137,41
REQ_11348,617,0.054,0.024,67
REQ_11349,618,0.129,0.094,54
REQ_11350,618,0.104,0.021,30
REQ_11351,618,0.232,0.03,72
REQ_11352,618,0.17,0.094,42
REQ_11353,619,0.063,0.041,87
REQ_11354,620,0.097,0.039,19
REQ_11355,621,0.149,0.056,108
REQ_11356,621,0.106,0.03,95
REQ_11357,621,0.191,0.022,98
REQ_11358,622,0.113,0.069,116
REQ_11359,622,0.166,0.044,83
REQ_11360,622,0.149,0.086,38
REQ_11361,622,0.128,0.037,56
REQ_11362,623,0.108,0.079,18
REQ_11363,623,0.221,0.062,79
REQ_11364,623,0.233,0.123,74
REQ_11365,623,0.114,0.149,104
REQ_11366,623,0.052,0.024,21
REQ_11367,624,0.189,0.144,112
REQ_11368,624,0.146,0.108,82
REQ_11369,624,0.158,0.075,28
REQ_11370,624,0.183,0.042,23
REQ_11371,624,0.227,0.078,58
REQ_11372,625,0.142,0.1,110
REQ_11373,626,0.142,0.044,101
REQ_11374,628,0.07,0.085,80
REQ_11375,628,0.152,0.083,15
REQ_11376,629,0.16,0.124,97
REQ_11377,630,0.058,0.094,70
REQ_11378,630,0.243,0.025,45
REQ_11379,632,0.25,0.039,51
REQ_11380,632,0.136,0.047,19
REQ_11381,632,0.205,0.143,80
REQ_11382,633,0.193,0.105,35
REQ_11383,635,0.176,0.049,81
REQ_11384,635,0.247,0.024,81
REQ_11385,635,0.145,0.099,90
REQ_11386,636,0.142,0.063,59
REQ_11387,637,0.093,0.079,117
REQ_11388,638,0.124,0.1,62
REQ_11389,638,0.198,0.086,32
REQ_11390,639,0.135,0.145,103
REQ_11391,639,0.094,0.061,28
REQ_11392,639,0.106,0.129,113
REQ_11393,639,0.064,0.074,22
REQ_11394,640,0.211,0.06,29
REQ_11395,640,0.208,0.04,42
REQ_11396,640,0.182,0.087,55
REQ_11397,640,0.228,0.037,84
REQ_11398,641,0.07,0.064,71
REQ_11399,641,0.105,0.131,71
REQ_11400,642,0.234,0.044,112
REQ_11401,642,0.206,0.141,46
REQ_11402,643,0.1,0.027,118
REQ_11403,643,0.21,0.03,57
REQ_11404,644,0.055,0.124,16
REQ_11405,644,0.092,0.137,113
REQ_11406,644,0.147,0.091,96
REQ_11407,645,0.244,0.096,98
REQ_11408,645,0.064,0.056,53
REQ_11409,646,0.193,0.073,33
REQ_11410,646,0.124,0.121,29
REQ_11411,646,0.217,0.038,97
REQ_11412,647,0.228,0.022,61
REQ_11413,647,0.074,0.069,29
REQ_11414,647,0.092,0.086,92
REQ_11415,647,0.137,0.105,116
REQ_11416,647,0.245,0.118,82
REQ_11417,648,0.093,0.132,83
REQ_11418,648,0.238,0.075,13
REQ_11419,648,0.239,0.117,16
REQ_11420,648,0.091,0.077,64
REQ_11421,650,0.21,0.03,111
REQ_11422,651,0.105,0.145,63
REQ_11423,651,0.179,0.099,46
REQ_11424,652,0.158,0.078,45
REQ_11425,654,0.177,0.094,52
REQ_11426,654,0.069,0.036,51
REQ_11427,654,0.072,0.08,72
REQ_11428,654,0.11,0.092,83
REQ_11429,655,0.093,0.036,113
REQ_11430,656,0.063,0.03,52
REQ_11431,656,0.229,0.096,94
REQ_11432,656,0.089,0.1,65
REQ_11433,656,0.125,0.059,96
REQ_11434,656,0.237,0.04,58
REQ_11435,657,0.06,0.049,30
REQ_11436,657,0.18,0.14,115
REQ_11437,657,0.09,0.117,25
REQ_11438,658,0.235,0.113,75
REQ_11439,658,0.209,0.08,87
REQ_11440,658,0.082,0.058,64
REQ_11441,658,0.234,0.036,98
REQ_11442,659,0.132,0.08,13
REQ_11443,659,0.123,0.036,67
REQ_11444,659,0.056,0.127,57
REQ_11445,659,0.203,0.134,113
REQ_11446,659,0.094,0.147,117
REQ_11447,659,0.134,0.088,103
REQ_11448,660,0.166,0.034,65
REQ_11449,660,0.124,0.071,67
REQ_11450,660,0.104,0.069,67
REQ_11451,660,0.143,0.033,61
REQ_11452,661,0.185,0.047,52
REQ_11453,661,0.16,0.048,39
REQ_11454,661,0.063,0.139,76
REQ_11455,662,0.22,0.079,64
REQ_11456,662,0.185,0.066,56
REQ_11457,662,0.111,0.141,23
REQ_11458,663,0.187,0.022,43
REQ_11459,664,0.169,0.135,25
REQ_11460,664,0.233,0.071,11
REQ_11461,665,0.24,0.12,71
REQ_11462,665,0.233,0.021,48
REQ_11463,665,0.24,0.093,36
REQ_11464,666,0.081,0.085,53
REQ_11465,667,0.203,0.084,59
REQ_11466,667,0.143,0.038,106
REQ_11467,667,0.073,0.054,95
REQ_11468,667,0.212,0.129,13
REQ_11469,668,0.19,0.118,89
